BOTTLE, ECOFOCI NUTRIENTS,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,STNNBR,SECT_ID,BTLNBR,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDOXY,PAR,SILCAT,SILCAT_FLAG,NITRAT,NITRAT_FLAG,NITRIT,NITRIT_FLAG,PHSPHT,PHSPHT_FLAG,NH4,NH4_FLAG
DY2306,83,AE5,5,20240505,1033,54.47,-166.93,490,50.69,4.497,32.824,259.23,-999.0,44.1,2,21.5,2,0.19,2,1.403,2,1.44,2
DY2306,83,AE5,6,20240505,1033,54.47,-166.93,490,40.58,4.5284,32.7386,275.76,-999.0,40.1,2,20.0,2,0.19,2,1.389,2,1.67,2
DY2306,83,AE5,7,20240505,1033,54.47,-166.93,490,30.74,4.4034,32.6642,334.35,-999.0,27.1,2,14.9,2,0.23,2,1.143,2,1.65,2
DY2306,83,AE5,8,20240505,1033,54.47,-166.93,490,20.53,4.5855,32.6189,363.65,-999.0,15.9,2,9.7,2,0.24,2,0.854,2,0.6,2
DY2306,83,AE5,9,20240505,1033,54.47,-166.93,490,10.42,4.6462,32.4756,375.9,-999.0,16.0,2,7.7,2,0.21,2,0.708,2,0.21,2
DY2306,83,AE5,10,20240505,1033,54.47,-166.93,490,2.36,4.578,32.4308,376.24,-999.0,16.4,2,7.4,2,0.2,2,0.689,2,0.2,2
DY2306,83,AE5,11,20240505,1033,54.47,-166.93,490,2.4,4.5843,32.4297,375.98,-999.0,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999,-999.0,-999
DY2306,84,UT5,1,20240505,1314,54.56,-166.6,431,425.38,4.0522,33.7135,98.78,-999.0,92.3,2,35.5,2,0.03,2,2.764,2,0.24,2
DY2306,84,UT5,2,20240505,1314,54.56,-166.6,431,303.53,4.2206,33.5193,102.31,-999.0,76.3,2,30.6,2,0.08,2,2.488,2,0.14,2
DY2306,84,UT5,3,20240505,1314,54.56,-166.6,431,202.11,4.2883,33.2936,152.67,-999.0,66.5,2,31.1,2,0.22,2,2.397,2,0.42,2
DY2306,84,UT5,4,20240505,1314,54.56,-166.6,431,102.09,4.459,32.8362,262.16,-999.0,45.7,2,23.0,2,0.18,2,1.969,2,1.42,2
DY2306,84,UT5,5,20240505,1314,54.56,-166.6,431,75.54,4.5258,32.6964,275.9,-999.0,41.2,2,21.1,2,0.19,2,1.865,2,1.71,2
DY2306,84,UT5,6,20240505,1314,54.56,-166.6,431,50.72,4.5558,32.6351,286.62,-999.0,35.9,2,18.1,2,0.18,2,1.709,2,2.12,2
DY2306,84,UT5,7,20240505,1314,54.56,-166.6,431,40.89,4.6273,32.5694,308.38,-999.0,30.9,2,16.8,2,0.2,2,1.584,2,2.44,2
DY2306,84,UT5,8,20240505,1314,54.56,-166.6,431,30.66,4.635,32.5288,325.39,-999.0,23.4,2,13.1,2,0.2,2,1.278,2,1.72,2
DY2306,84,UT5,9,20240505,1314,54.56,-166.6,431,20.37,4.6628,32.4871,353.06,-999.0,17.3,2,10.3,2,0.19,2,1.116,2,1.03,2
DY2306,84,UT5,10,20240505,1314,54.56,-166.6,431,10.67,4.5988,32.4708,364.51,-999.0,16.1,2,9.5,2,0.18,2,0.894,2,0.61,2
DY2306,84,UT5,11,20240505,1314,54.56,-166.6,431,2.21,4.5488,32.4594,367.65,-999.0,16.3,2,9.2,2,0.18,2,0.861,2,0.43,2
DY2306,85,UT3,1,20240505,1637,54.3,-166.37,980,985.61,2.938,34.3102,24.21,-999.0,152.3,2,42.8,2,0.02,2,3.297,2,0.06,2
DY2306,85,UT3,2,20240505,1637,54.3,-166.37,980,507.11,3.8462,33.8893,64.45,-999.0,105.2,2,31.4,2,0.01,2,2.834,2,0.16,2
DY2306,85,UT3,3,20240505,1637,54.3,-166.37,980,99.37,4.4836,32.8183,259.55,-999.0,47.4,2,23.4,2,0.18,2,1.966,2,1.41,2
DY2306,85,UT3,4,20240505,1637,54.3,-166.37,980,76.72,4.5201,32.7072,276.69,-999.0,40.7,2,20.9,2,0.19,2,1.841,2,1.78,2
DY2306,85,UT3,5,20240505,1637,54.3,-166.37,980,51.19,4.5333,32.547,320.69,-999.0,28.7,2,14.9,2,0.21,2,1.468,2,2.08,2
DY2306,85,UT3,6,20240505,1637,54.3,-166.37,980,40.85,4.6076,32.5265,327.04,-999.0,25.0,2,14.0,2,0.22,2,1.375,2,2.23,2
DY2306,85,UT3,7,20240505,1637,54.3,-166.37,980,30.68,4.6753,32.5053,341.49,-999.0,20.9,2,12.3,2,0.21,2,1.183,2,1.54,2
DY2306,85,UT3,8,20240505,1637,54.3,-166.37,980,20.2,4.5966,32.485,355.63,-999.0,18.5,2,11.0,2,0.21,2,1.025,2,1.09,2
DY2306,85,UT3,9,20240505,1637,54.3,-166.37,980,10.75,4.5827,32.4765,351.31,-999.0,17.7,2,10.5,2,0.2,2,1.024,2,0.95,2
DY2306,85,UT3,10,20240505,1637,54.3,-166.37,980,2.59,4.5839,32.4733,351.93,-999.0,19.0,2,11.2,2,0.31,2,1.147,2,1.35,2
DY2306,86,UT2,1,20240505,1848,54.23,-166.26,617,620.12,3.3755,34.1477,32.13,-999.0,127.0,2,35.2,2,0.02,2,2.897,2,0.07,2
DY2306,86,UT2,2,20240505,1848,54.23,-166.26,617,506.04,3.6033,34.0327,32.18,-999.0,113.4,2,27.5,2,0.01,2,2.619,2,0.05,2
DY2306,86,UT2,3,20240505,1848,54.23,-166.26,617,101.68,4.4115,32.9992,243.63,-999.0,55.6,2,27.1,2,0.2,2,2.198,2,1.03,2
DY2306,86,UT2,4,20240505,1848,54.23,-166.26,617,75.96,4.1312,32.8165,272.08,-999.0,55.1,2,27.6,2,0.14,2,2.186,2,0.07,2
DY2306,86,UT2,5,20240505,1848,54.23,-166.26,617,50.25,4.3666,32.5851,308.06,-999.0,39.8,2,20.4,2,0.23,2,1.768,2,1.26,2
DY2306,86,UT2,6,20240505,1848,54.23,-166.26,617,40.54,4.5195,32.5292,321.33,-999.0,29.4,2,16.1,2,0.23,2,1.531,2,1.69,2
DY2306,86,UT2,7,20240505,1848,54.23,-166.26,617,31.08,4.4688,32.418,337.24,-999.0,26.3,2,14.0,2,0.21,2,1.343,2,1.43,2
DY2306,86,UT2,8,20240505,1848,54.23,-166.26,617,20.41,4.4381,32.3556,352.73,-999.0,22.4,2,12.0,2,0.19,2,1.123,2,0.61,2
DY2306,86,UT2,9,20240505,1848,54.23,-166.26,617,10.48,4.4268,32.3519,348.9,-999.0,22.8,2,11.3,2,0.18,2,1.112,2,0.57,2
DY2306,86,UT2,10,20240505,1848,54.23,-166.26,617,2.36,4.3174,32.2885,354.91,-999.0,23.8,2,12.1,2,0.2,2,1.166,2,0.67,2
DY2306,87,UT1,1,20240505,2001,54.17,-166.23,124,119.79,4.2334,33.2038,240.38,-999.0,64.6,2,30.4,2,0.17,2,2.394,2,0.44,2
DY2306,87,UT1,2,20240505,2001,54.17,-166.23,124,101.49,4.2588,33.1368,248.73,-999.0,62.0,2,27.8,2,0.15,2,2.288,2,0.48,2
DY2306,87,UT1,3,20240505,2001,54.17,-166.23,124,75.96,4.3998,32.8024,276.49,-999.0,46.3,2,22.8,2,0.2,2,1.935,2,1.46,2
DY2306,87,UT1,4,20240505,2001,54.17,-166.23,124,51.11,4.4404,32.4218,319.85,-999.0,29.7,2,14.0,2,0.2,2,1.518,2,1.39,2
DY2306,87,UT1,5,20240505,2001,54.17,-166.23,124,40.92,4.429,32.406,320.3,-999.0,31.9,2,16.1,2,0.22,2,1.513,2,1.43,2
DY2306,87,UT1,6,20240505,2001,54.17,-166.23,124,31.04,4.426,32.4014,321.06,-999.0,30.5,2,15.1,2,0.21,2,1.444,2,1.36,2
DY2306,87,UT1,7,20240505,2001,54.17,-166.23,124,20.83,4.4211,32.3809,323.17,-999.0,29.5,2,14.4,2,0.2,2,1.472,2,1.32,2
DY2306,87,UT1,8,20240505,2001,54.17,-166.23,124,10.77,4.3861,32.3303,330.44,-999.0,27.0,2,12.7,2,0.2,2,1.402,2,1.15,2
DY2306,87,UT1,9,20240505,2001,54.17,-166.23,124,2.33,4.401,32.3183,332.08,-999.0,28.8,2,14.8,2,0.23,2,1.44,2,1.21,2
DY2306,88,AE3,1,20240505,2250,54.2,-166.7,1362,1357.7,2.4009,34.4625,29.46,-999.0,180.5,2,43.9,2,0.02,2,3.263,2,0.07,2
DY2306,88,AE3,2,20240505,2250,54.2,-166.7,1362,758.44,3.3011,34.184,28.68,-999.0,126.7,2,27.5,2,0.02,2,2.573,2,0.3,2
DY2306,88,AE3,3,20240505,2250,54.2,-166.7,1362,504.73,3.7554,33.9493,54.3,-999.0,78.3,2,22.7,2,0.0,2,2.249,2,0.06,2
DY2306,88,AE3,4,20240505,2250,54.2,-166.7,1362,101.71,4.1763,32.9852,254.84,-999.0,55.5,2,22.3,2,0.14,2,2.116,2,0.41,2
DY2306,88,AE3,5,20240505,2250,54.2,-166.7,1362,76.07,4.5492,32.872,297.88,-999.0,40.5,2,19.6,2,0.2,2,1.701,2,1.46,2
DY2306,88,AE3,6,20240505,2250,54.2,-166.7,1362,50.65,4.5297,32.7734,304.49,-999.0,27.9,2,12.4,2,0.14,2,1.32,2,1.05,2
DY2306,88,AE3,7,20240505,2250,54.2,-166.7,1362,41.09,4.5504,32.7345,301.26,-999.0,27.8,2,11.8,2,0.13,2,1.39,2,1.08,2
DY2306,88,AE3,8,20240505,2250,54.2,-166.7,1362,30.52,4.599,32.6742,296.14,-999.0,26.8,2,11.6,2,0.13,2,1.318,2,0.94,2
DY2306,88,AE3,9,20240505,2250,54.2,-166.7,1362,20.43,4.834,32.5695,349.42,-999.0,22.6,2,11.3,2,0.18,2,1.133,2,0.76,2
DY2306,88,AE3,10,20240505,2250,54.2,-166.7,1362,10.87,4.8228,32.5523,358.98,-999.0,17.3,2,8.5,2,0.18,2,0.857,2,0.41,2
DY2306,88,AE3,11,20240505,2250,54.2,-166.7,1362,2.42,4.8762,32.5407,377.54,-999.0,14.2,2,7.4,2,0.18,2,0.768,2,0.19,2
