x	MP_E1032_OC0821_PCR1	MP_E1032_OC0821_PCR2	MP_E1032_OC0821_PCR3	MP_E1033_OC0821_PCR1	MP_E1033_OC0821_PCR2	MP_E1033_OC0821_PCR3	MP_E1034_OC0821_PCR1	MP_E1034_OC0821_PCR2	MP_E1034_OC0821_PCR3	MP_E1053_SKQ2021	MP_E1054_SKQ2021	MP_E1055_SKQ2021	MP_E1056_SKQ2021	MP_E1057_SKQ2021	MP_E1058_SKQ2021	MP_E1059_SKQ2021	MP_E1060_SKQ2021	MP_E1061_SKQ2021	MP_E1062_SKQ2021	MP_E1063_SKQ2021	MP_E1064_SKQ2021	MP_E1065_SKQ2021	MP_E1066_SKQ2021	MP_E1067_SKQ2021	MP_E1068_SKQ2021	MP_E1069_SKQ2021	MP_E1070_SKQ2021	MP_E1071_SKQ2021	MP_E1072_SKQ2021	MP_E1073_SKQ2021	MP_E1074_SKQ2021	MP_E1075_SKQ2021	MP_E1076_SKQ2021	MP_E1077_SKQ2021	MP_E1078_SKQ2021	MP_E1079_SKQ2021	MP_E1080_SKQ2021	MP_E1081_SKQ2021	MP_E1082_SKQ2021	MP_E1083_SKQ2021	MP_E1084_SKQ2021	MP_E1085_SKQ2021	MP_E1086_SKQ2021	MP_E1087_SKQ2021	MP_E1088_SKQ2021	MP_E1089_SKQ2021	MP_E1090_SKQ2021	MP_E1091_SKQ2021	MP_E1092_SKQ2021	MP_E1093_SKQ2021	MP_E1094_SKQ2021	MP_E1095_SKQ2021	MP_E1096_SKQ2021	MP_E1097_SKQ2021	MP_E1098_SKQ2021	MP_E1099_SKQ2021	MP_E1100_SKQ2021	MP_E1101_SKQ2021	MP_E1102_SKQ2021	MP_E1103_SKQ2021	MP_E1104_SKQ2021	MP_E1105_SKQ2021	MP_E1106_SKQ2021	MP_E1107_SKQ2021	MP_E1108_SKQ2021	MP_E1109_SKQ2021	MP_E1110_SKQ2021	MP_E1111_SKQ2021	MP_E1112_SKQ2021	MP_E1113_SKQ2021	MP_E1114_SKQ2021	MP_E1115_SKQ2021	MP_E1116_SKQ2021	MP_E1117_SKQ2021	MP_E1118_SKQ2021	MP_E1119_SKQ2021	MP_E1120_SKQ2021	MP_E1121_SKQ2021	MP_E1122_SKQ2021	MP_E1123_SKQ2021	MP_E1124_SKQ2021	MP_E1125_SKQ2021	MP_E1126_SKQ2021	MP_E1127_SKQ2021	MP_E1128_SKQ2021	MP_E1129_SKQ2021	MP_E1130_SKQ2021	MP_E1131_SKQ2021	MP_E1132_SKQ2021	MP_E1133_SKQ2021	MP_E1134_SKQ2021	MP_E1135_SKQ2021	MP_E1136_SKQ2021	MP_E1137_SKQ2021	MP_E1138_SKQ2021	MP_E1139_SKQ2021	MP_E1140_SKQ2021	MP_E1141_SKQ2021	MP_E1142_SKQ2021	MP_E1143_SKQ2021	MP_E1144_SKQ2021	MP_E1145_SKQ2021	MP_E1146_SKQ2021	MP_E1172_OC0622	MP_E1173_OC0622	MP_E1174_OC0622	MP_E1229_OC0822_PCR1	MP_E1229_OC0822_PCR2	MP_E1229_OC0822_PCR3	MP_E1230_OC0822_PCR1	MP_E1230_OC0822_PCR2	MP_E1230_OC0822_PCR3	MP_E1231_OC0822_PCR1	MP_E1231_OC0822_PCR2	MP_E1231_OC0822_PCR3	MP_E1240_OC0922	MP_E1241_OC0922	MP_E1242_OC0922	MP_E1243_OC0922	MP_E1244_OC0922	MP_E1245_OC0922	MP_E1246_OC0922	MP_E1247_OC0922	MP_E1248_OC0922	MP_E1249_OC0922	MP_E1250_OC0922	MP_E1251_OC0922	MP_E1252_OC0922	MP_E1253_OC0922	MP_E1254_OC0922	MP_E1255_OC0922	MP_E1256_OC0922	MP_E1257_OC0922	MP_E1258_OC0922	MP_E1259_OC0922	MP_E1260_OC0922	MP_E1261_OC0922	MP_E1262_OC0922	MP_E1263_OC0922	MP_E1265_OC0922_PCR1	MP_E1265_OC0922_PCR2	MP_E1265_OC0922_PCR3	MP_E1266_OC0922_PCR1	MP_E1266_OC0922_PCR2	MP_E1266_OC0922_PCR3	MP_E1267_OC0922_PCR1	MP_E1267_OC0922_PCR2	MP_E1267_OC0922_PCR3	MP_E1275_OC1021	MP_E1276_OC1021	MP_E1277_OC1021	MP_E1278_OC1021	MP_E1279_OC1021	MP_E1280_OC1021	MP_E1281_OC1021	MP_E1282_OC1021	MP_E1283_OC1021	MP_E1284_OC1021	MP_E1285_OC1021	MP_E1286_OC1021	MP_E1287_OC1021	MP_E1288_OC1021	MP_E1289_OC1021	MP_E1290_OC1021	MP_E1291_OC1021	MP_E1292_OC1021	MP_E1293_OC1021	MP_E1294_OC1021	MP_E1295_OC1021	MP_E1296_OC1021	MP_E1297_OC1021	MP_E1298_OC1021	MP_E1299_OC1021	MP_E1300_OC1021	MP_E1301_OC1021	MP_E1302_OC1021	MP_E1303_OC1021	MP_E1304_OC1021	MP_E1305_OC1021	MP_E1306_OC1021	MP_E1307_OC1021	MP_E1308_OC1021	MP_E1309_OC1021	MP_E1310_OC1021	MP_E1312_OC1021	MP_E1313_OC1021	MP_E1315_OC1021	MP_E1316_OC1021	MP_E1317_OC1021	MP_E1318_OC1021	MP_E1319_OC1021	MP_E1320_OC1021	MP_E1321_OC1021	MP_E1322_OC1021	MP_E1323_OC1021_PCR1	MP_E1323_OC1021_PCR2	MP_E1323_OC1021_PCR3	MP_E1324_OC1021_PCR1	MP_E1324_OC1021_PCR2	MP_E1324_OC1021_PCR3	MP_E1325_OC1021_PCR1	MP_E1325_OC1021_PCR2	MP_E1325_OC1021_PCR3	MP_E1389_OC0722	MP_E1390_OC0722	MP_E1391_OC0722	MP_E1403_OC0722	MP_E1404_OC0722	MP_E1406_OC0722	MP_E1408_OC0722	MP_E1410_OC0722	MP_E1412_OC0722	MP_E1414_OC0722	MP_E1416_OC0722	MP_E1418_OC0722	MP_E1420_OC0722	MP_E1422_OC0722	MP_E1424_OC0722	MP_E1426_OC0722	MP_E1845_OC0623	MP_E1846_OC0623	MP_E1847_OC0623	MP_E1849_OC0723	MP_E1850_OC0723	MP_E1851_OC0723	MP_E1852_OC0723	MP_E1853_OC0723	MP_E1854_OC0723	MP_E1855_OC0723	MP_E1856_OC0723	MP_E1857_OC0723	MP_E1858_OC0723	MP_E1859_OC0723	MP_E1860_OC0723	MP_E1861_OC0723	MP_E1862_OC0723	MP_E1863_OC0723	MP_E1864_OC0723	MP_E1865_OC0723	MP_E1866_OC0723	MP_E1867_OC0723	MP_E1868_OC0723	MP_E1869_OC0723	MP_E1870_OC0723	MP_E1871_OC0723	MP_E1872_OC0723	MP_E1873_OC0723	MP_E1874_OC0723	MP_E1875_OC0723	MP_E2128_1B	MP_E2128_2B	MP_E2128_4B	MP_E2129_1B	MP_E2129_2B	MP_E2129_3B	MP_E2129_4B	MP_E2129_5B	MP_E2130_1B	MP_E2130_2B	MP_E2130_3B	MP_E2130_4B	MP_E2130_5B	MP_E2131_1B	MP_E2131_2B	MP_E2131_3B	MP_E2131_4B	MP_E2131_5B	MP_E2132_1B	MP_E2132_2B	MP_E2132_3B	MP_E2132_4B	MP_E2132_5B	MP_E2133_1B	MP_E2133_2B	MP_E2133_3B	MP_E2133_4B	MP_E2133_5B	MP_E2134_2B	MP_E2134_4B	MP_E2134_5B	MP_E2135_2B	MP_E2135_3B	MP_E2135_4B	MP_E2135_5B	MP_E2136_2B	MP_E2136_3B	MP_E2136_4B	MP_E2136_5B	MP_E2137_1B	MP_E446_1B_PCR2	MP_E446_1B_PCR3	MP_E446_2B_PCR2	MP_E446_2B_PCR3	MP_E446_3B_PCR2	MP_E446_3B_PCR3	MP_E447_1B_MiFishMod	MP_E447_1B_PCR2	MP_E447_1B_PCR3	MP_E447_2B_MiFishMod	MP_E447_2B_PCR2	MP_E447_2B_PCR3	MP_E447_3B_MiFishMod	MP_E447_3B_PCR2	MP_E447_3B_PCR3	MP_E448_1B_PCR2	MP_E448_1B_PCR3	MP_E448_2B_PCR2	MP_E448_2B_PCR3	MP_E448_3B_PCR2	MP_E448_3B_PCR3	MP_E449_1B_PCR2	MP_E449_1B_PCR3	MP_E449_2B_PCR2	MP_E449_2B_PCR3	MP_E449_3B_PCR2	MP_E449_3B_PCR3	MP_E450_1B_MiFishMod	MP_E450_1B_PCR2	MP_E450_1B_PCR3	MP_E450_2B_MiFishMod	MP_E450_2B_PCR2	MP_E450_2B_PCR3	MP_E450_3B_MiFishMod	MP_E450_3B_PCR2	MP_E450_3B_PCR3	MP_E474_MiFishMod	MP_E475_PCR2	MP_E475_PCR3	MP_E486_PCR2	MP_E486_PCR3	MP_E491_MiFishMod	MP_E492_1B_PCR2	MP_E492_1B_PCR3	MP_E494_PCR2	MP_E494_PCR3	MP_E496_1T_PCR2	MP_E496_1T_PCR3	MP_E496_3B_PCR2	MP_E496_3B_PCR3	MP_E498_1B_PCR2	MP_E498_1B_PCR3	MP_E498_2B_PCR2	MP_E498_2B_PCR3	MP_E498_3B_PCR2	MP_E498_3B_PCR3	MP_E573_1B_PCR2	MP_E573_1B_PCR3	MP_E573_2B_PCR2	MP_E573_2B_PCR3	MP_E573_3B_PCR2	MP_E573_3B_PCR3	MP_E574_1B_PCR2	MP_E574_1B_PCR3	MP_E574_2B_PCR2	MP_E574_2B_PCR3	MP_E574_3B_PCR2	MP_E574_3B_PCR3	MP_E575_1B_PCR2	MP_E575_1B_PCR3	MP_E575_2B_PCR2	MP_E575_2B_PCR3	MP_E575_3B_PCR2	MP_E575_3B_PCR3	MP_E598_1B_PCR2	MP_E598_1B_PCR3	MP_E598_2B_PCR2	MP_E598_2B_PCR3	MP_E598_3B_PCR2	MP_E598_3B_PCR3	MP_E600_1B_PCR2	MP_E600_1B_PCR3	MP_E600_2B_PCR2	MP_E600_2B_PCR3	MP_E600_3B_PCR2	MP_E600_3B_PCR3	MP_E610_NC	MP_E690_MiFishMod	MP_POSITIVE
ASV_10009	12	2	441	549	249	8	201	183	116	3790	706	31	2125	862	1026	1449	2201	552	2249	933	179	1693	1874	25	2176	3130	1076	1346	1421	18	2502	2069	3	1424	323	165	404	135	1301	740	99	998	1116	1026	1785	2594	344	5189	6551	356	3467	2270	571	5396	6672	1104	730	292	285	492	619	300	675	358	417	653	664	13	1419	68	119	938	58	257	2030	587	92	2553	77	52	867	660	0	66	409	1045	936	68	0	1900	807	1283	765	299	246	2055	218	872	984	924	781	404	889	138	115	31	11	8	27	43	12	6	0	51	1	723	536	298	298	416	75	436	173	137	0	266	401	228	238	536	1014	437	25	204	211	100	93	342	171	253	274	523	37	244	0	149	303	25	8	2	29	201	137	284	147	88	31	51	23	150	11	0	218	0	21	0	649	24	0	13	310	9	150	135	562	615	337	5	0	131	347	1507	1632	7	33	860	6655	2463	1655	2171	693	280	5354	1307	800	944	236	650	42	240	925	518	210	0	34	112	36	170	373	71	602	329	323	548	142	513	918	1431	201	305	295	70	11	54	205	411	959	23	66	0	544	132	717	294	190	96	450	352	51	145	29	53	114	60	153	185	72	39	12	47	675	13	0	0	0	0	0	0	3	2	0	0	48	4	0	12	84	359	240	398	0	290	55	0	0	390	0	0	460	0	210	1950	14	178	0	0	0	0	0	1119	291	561	571	281	48	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	321	201	361	175	939	633	0	0	1	0	0	2	0	0	0	15	84	12	577	1247	4	2100	91	0	14	3	0	0	0	1	0	3	0	222	0	1202	1313	364	535	904	750	60	183	127	116	23	68	0	0	4	0	0	0	100	43	226	919	261	383	1	0	0	0	0	0	329	7	0
ASV_1001	409	334	494	1510	1303	607	886	1323	951	2831	785	6014	2840	1650	700	3266	2167	2207	4133	1508	634	2501	2945	1849	2439	2075	1907	1317	1835	677	1886	2360	287	2334	4165	2050	1220	2324	3662	945	3566	1322	1748	1970	4005	2531	2738	2984	3500	3621	4290	3266	5134	4029	3698	3219	2887	334	2135	1674	1009	1617	817	2856	818	2522	370	87	2556	104	236	1326	594	1241	3044	417	457	2585	926	1804	1565	1690	69	1339	1987	3276	2545	3	66	5519	1222	1654	1268	1213	412	1612	3301	608	3504	3185	2739	780	1211	853	1624	733	1777	3709	2671	2610	2282	3664	5355	2900	3109	4341	2818	2547	2414	3786	1586	2678	1980	3187	97	1143	565	220	699	2867	2626	2790	347	1026	417	825	215	1700	424	692	970	267	493	413	155	1342	575	621	517	102	329	582	1601	2325	933	827	106	550	333	149	114	94	954	2	503	39	20	19	0	30	255	254	317	253	4569	2784	803	745	2	188	1229	270	1924	99	654	1110	380	554	280	1037	1956	202	387	738	1872	1029	1048	347	812	211	514	878	355	214	757	578	892	5518	1723	29952	114	1136	230	1448	1119	1668	2258	11097	756	1263	565	885	278	10424	10632	1570	1760	1413	7060	4712	3902	2259	4197	5381	5374	4034	3809	1655	2113	1974	361	1606	3970	1888	1961	1874	1658	700	1238	387	461	660	515	180	2	0	165	195	43	114	160	496	1666	10	57	2307	1015	1242	1276	793	3	112	437	682	72	900	1317	3	232	197	299	1758	257	1519	0	64	540	10	361	2821	2911	861	926	774	1631	216	479	653	223	601	820	0	0	3	284	386	444	509	1189	129	274	222	97	70	417	227	27	560	238	0	337	58	10	325	255	0	105	218	5100	4269	1420	11660	2203	6377	6567	828	1312	887	1072	2755	1416	2164	2312	2236	2365	3270	1774	3308	2840	2886	4209	3986	4866	6025	3652	4949	2841	6	11	29	17	47	10	9286	5639	10365	9430	10645	8288	397	428	221	167	191	659	0	10	1
ASV_10010	126	0	636	115	140	477	1287	70	74	91	206	2243	966	3988	3252	157	1224	1335	1975	343	4282	61	850	936	19	190	1311	3	214	118	58	26	26	3807	3862	4813	3038	1462	2245	2595	2525	3773	1526	1409	2232	1779	3110	370	271	5094	166	364	4816	381	1541	4637	3366	4905	8300	1693	4431	5369	6841	3849	7986	3310	4257	234	733	2838	3426	750	5251	6149	982	9707	3952	966	5368	8154	34	12813	2107	999	3771	438	646	2543	1810	1031	227	728	785	233	87	1054	1141	1694	800	2350	950	2455	4614	72	668	71	829	1423	634	1419	743	777	264	443	1125	362	195	222	304	186	595	587	318	1298	0	109	4	49	50	273	268	15	53	64	59	36	3	20	69	329	13	128	13	9	0	150	32	56	333	5	14	133	351	217	58	49	22	89	249	79	44	1036	449	0	318	905	166	8	0	2	151	485	126	5	403	2604	40	761	0	188	277	259	3582	578	26	1227	1564	575	101	986	2005	470	879	1134	404	114	8	59	532	162	508	76	376	0	6	19	179	1213	165	8	28	89	105	68	221	741	241	821	42	57	2	152	7	1765	1560	101	519	146	985	1421	381	316	223	616	139	1005	73	151	85	45	35	98	388	415	91	157	257	30	60	77	516	463	191	692	3	0	19	1503	894	265	397	719	3690	277	2492	4637	3238	1683	1682	1434	8	78	2093	361	71	1089	1066	0	448	352	1236	1253	1415	1787	0	452	1814	20	1627	753	201	154	155	44	371	2591	5243	5244	2018	3751	3828	8	18	31	3935	2261	680	870	6414	2083	33	26	56	148	206	131	33	170	92	0	389	82	140	78	88	1	178	183	254	966	998	353	143	1500	1623	5357	5888	3171	4253	4179	3202	8016	10485	8277	6498	778	327	66	188	657	404	190	46	851	467	411	607	167	253	173	118	145	48	409	446	224	1600	343	521	126	238	68	310	777	871	0	1	0
ASV_10012	38	4	261	73	17	6	0	61	0	308	455	63	202	130	0	27	3	0	4	5	0	4	4	0	29	32	0	0	101	0	95	30	0	80	111	3	122	2	183	38	0	14	15	0	11	6	1	26	436	8	601	139	3	913	385	13	0	4	241	120	4	0	32	0	17	13	0	2	12	216	0	7	0	1	60	64	0	92	0	0	0	1	0	0	0	347	117	0	4	101	4	0	0	0	7	196	66	0	480	22	0	466	1	0	0	528	414	69	376	104	579	774	205	310	263	312	131	49	31	113	0	15	120	346	0	5	1	0	31	205	46	11	6	25	5	23	0	63	19	4	5	5	0	16	1	2	16	0	0	0	5	29	30	634	8	1	3	2	0	9	0	116	141	0	0	0	68	0	0	0	40	0	13278	15	3	550	43054	340	3664	0	196	92	19	0	196	9441	2	21840	3749	26400	13720	5	49	8015	122	61	781	57	0	0	22	4	40	0	2	15	70	278	2	26	0	4	0	0	0	508	1	291	74	0	150	187	27	1369	191	13	39	15	569	191	68	194	380	247	338	17	16	24	59	25	0	5	279	30	4	48	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	1	1	17	89	94	267	9	10	3	11	0	0	13	0	0	0	0	3	0	0	0	0	0	0	26	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	121	258	16	551	109	142	300	7	0	0	0	0	7	0	0	0	0	0	155	195	75	397	81	118	12	161	174	91	125	0	0	0	0	0	0	600	447	947	159	337	319	0	2	0	0	0	0	0	0	0
ASV_10013	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	1451	0	76	0	422	0	0	0	0	1290	0	360	120	856	560	0	9	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	61	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	46	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10026	0	0	6	3	0	0	0	0	0	98	512	0	32	20	1	365	0	8	0	0	0	41	4	0	95	0	0	32	0	0	53	0	0	6	0	7	35	6	0	11	80	97	8	0	70	19	0	9	3	2	57	2	0	40	331	0	0	0	989	0	38	0	0	5	0	160	63	3	85	0	0	77	0	0	8	0	2	20	0	0	12	24	0	0	0	0	5	0	0	12	511	0	16	0	0	10	7	0	80	68	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	5	68	15	0	0	6	0	5	0	0	0	0	0	2	105	0	0	0	5	0	0	0	0	22	0	0	0	33	0	0	0	0	0	0	12	0	2	13	1	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	192	0	249	0	0	0	1	0	2	0	0	0	0	0	0	0	4	195	130	33	0	92	0	93	0	0	8	3	2	0	0	0	0	0	0	0	0	5	0	77	0	4	0	2	0	0	0	0	0	0	33	0	3	6	5	0	103	24	447	0	0	8	0	21	0	0	0	0	14	0	0	14	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	139	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	2	49	0	97	0	1	0	95	0	0	0	0	0	0	0	0	1	0	29	3	0	0	0	0	0	0	0	0	0
ASV_10028	84	0	0	6	0	1	3	5	0	37	0	0	3	212	153	3	0	0	0	499	0	25	45	0	44	287	0	19	76	0	34	0	0	3	0	0	0	218	0	4	0	2	7	0	20	82	49	22	9	1	0	6	118	132	181	481	304	0	0	7	358	7	92	90	0	170	0	3	10	0	0	0	1	0	304	2	59	28	0	0	0	0	3	0	1	62	0	0	0	19	0	0	4	0	1	39	63	5	0	2	27	0	0	0	0	0	285	243	25	120	238	103	281	52	41	4931	2583	1378	930	575	164	720	318	32	35	653	56	15	874	4083	1304	1245	1557	727	297	401	336	2975	1447	569	357	721	456	244	75	627	459	649	0	0	17	0	32	556	188	79	12	85	1	3	0	0	532	0	162	0	25	0	1	2	201	3	2268	334	4298	251	3164	0	1587	10	2645	291	4514	40	247	529	876	268	16	4560	705	1140	940	144	90	29	34	62	103	4	49	204	79	0	0	17	0	0	15	0	0	0	0	0	0	0	0	1	4	0	0	0	0	3	0	0	0	1	0	0	21	0	0	13	0	0	0	0	0	0	0	0	0	23	21	5	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	51	0	0	0	0	0	0	44	0	0	26	0	0	0	1	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	78	0	4	13	19	0	1	0	0	0	0	0	0	0	0	0	0	0	1	22	65	0	21	0	0	0	0	0	0	0	0	0	0
ASV_10032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10033	0	0	0	0	0	0	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	15	0	0	0	0	0	0	0	0	0	0	6	0	0	0	19	0	4	9	17	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	4	3	0	0	0	0	0	0	11	362	0	0	0	0	0	0	121	0	0	26	9	29	40	84	333	18	46	122	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
