x	MP_E25_2B_DY20	MP_E26_1B_DY20	MP_E26_2B_DY20	MP_E27_1B_DY20	MP_E27_2B_DY20	MP_E28_1B_DY20	MP_E28_2B_DY20	MP_E29_1B_DY20	MP_E29_2B_DY20	MP_E30_1B_DY20	MP_E30_2B_DY20	MP_E31_1B_DY20	MP_E31_2B_DY20	MP_E32_1B_DY20	MP_E32_2B_DY20	MP_E33_1B_DY20	MP_E33_2B_DY20	MP_E34_1B_DY20	MP_E34_2B_DY20	MP_E35_1B_DY20	MP_E35_2B_DY20	MP_E36_1B_DY20	MP_E36_2B_DY20	MP_E37_1B_DY20	MP_E37_2B_DY20	MP_E38_1B_DY20	MP_E38_2B_DY20	MP_E39_1B_DY20	MP_E39_2B_DY20	MP_E40_1B_DY20	MP_E40_2B_DY20	MP_E42_1B_DY20	MP_E42_2B_DY20	MP_E43_1B_DY20	MP_E43_2B_DY20	MP_E44_DY20	MP_E45_1B_DY20	MP_E45_2B_DY20	MP_E46_1B_DY20	MP_E46_2B_DY20	MP_E47_1B_DY20	MP_E47_2B_DY20	MP_E48_1B_DY20	MP_E48_2B_DY20	MP_E49_1B_DY20	MP_E49_2B_DY20	MP_E50_1B_DY20	MP_E50_2B_DY20	MP_E51_1B_DY20	MP_E51_2B_DY20	MP_E52_1B_DY20	MP_E52_2B_DY20	MP_E53_1B_DY20	MP_E53_2B_DY20	MP_E54_1B_DY20	MP_E54_2B_DY20	MP_E55_1B_DY20	MP_E55_2B_DY20	MP_E57_1B_DY20	MP_E57_2B_DY20	MP_E58_1B_DY20	MP_E58_2B_DY20	MP_E59_1B_DY20	MP_E59_2B_DY20	MP_E60_1B_DY20	MP_E60_2B_DY20	MP_E61_1B_DY20	MP_E61_2B_DY20	MP_E62_1B_DY20	MP_E62_2B_DY20	MP_E63_1B_DY20	MP_E63_2B_DY20	MP_E64_1B_DY20	MP_E64_2B_DY20	MP_E65_1B_DY20	MP_E65_2B_DY20	MP_E66_1B_DY20	MP_E66_2B_DY20	MP_E67_1B_DY20	MP_E67_2B_DY20	MP_E68_1B_DY20	MP_E68_2B_DY20	MP_E69_2B_DY20	MP_E70_1B_DY20	MP_E70_2B_DY20	MP_E71_1B_DY20	MP_E71_2B_DY20	MP_E72_1B_DY20	MP_E72_2B_DY20	MP_E233_1B_NO20	MP_E233_2B_NO20	MP_E234_1B_NO20	MP_E234_2B_NO20	MP_E234_3B_NO20	MP_E235_1B_NO20	MP_E235_2B_NO20	MP_E235_3B_NO20	MP_E236_1B_NO20	MP_E236_2B_NO20	MP_E236_3B_NO20	MP_E237_1B_NO20	MP_E237_2B_NO20	MP_E238_1B_NO20	MP_E238_2B_NO20	MP_E239_1B_NO20	MP_E239_2B_NO20	MP_E240_1B_NO20	MP_E240_2B_NO20	MP_E241_1B_NO20	MP_E241_2B_NO20	MP_E242_1B_NO20	MP_E242_2B_NO20	MP_E243_1B_NO20	MP_E243_2B_NO20	MP_E244_1B_NO20	MP_E244_2B_NO20	MP_E245_1B_NO20	MP_E245_2B_NO20	MP_E246_1B_NO20	MP_E246_2B_NO20	MP_E247_1B_NO20	MP_E247_2B_NO20	MP_E248_1B_NO20	MP_E248_2B_NO20	MP_E249_1B_NO20	MP_E249_2B_NO20	MP_E250_1B_NO20	MP_E250_2B_NO20	MP_E251_1B_NO20	MP_E251_2B_NO20	MP_E252_1B_NO20	MP_E252_2B_NO20	MP_E253_NO20	MP_E254_NO20	MP_E255_1B_NO20	MP_E255_2B_NO20	MP_E256_1B_NO20	MP_E256_2B_NO20	MP_E257_1B_NO20	MP_E257_2B_NO20	MP_E258_1B_NO20	MP_E258_2B_NO20	MP_E259_1B_NO20	MP_E259_2B_NO20	MP_E260_1B_NO20	MP_E260_2B_NO20	MP_E261_1B_NO20	MP_E261_2B_NO20	MP_E262_1B_NO20	MP_E262_2B_NO20	MP_E263_2B_NO20	MP_E264_1B_NO20	MP_E264_2B_NO20	MP_E265_1B_NO20	MP_E265_2B_NO20	MP_E266_1B_NO20	MP_E266_2B_NO20	MP_E267_1B_NO20	MP_E267_2B_NO20	MP_E268_1B_NO20	MP_E268_2B_NO20	MP_E269_1B_NO20	MP_E269_2B_NO20	MP_E270_1B_NO20	MP_E270_2B_NO20	MP_E271_1B_NO20	MP_E271_2B_NO20	MP_E272_1B_NO20	MP_E272_2B_NO20	MP_E273_1B_NO20	MP_E273_2B_NO20	MP_E274_1B_NO20	MP_E274_2B_NO20	MP_E275_1B_NO20	MP_E275_2B_NO20	MP_E276_1B_NO20	MP_E276_2B_NO20	MP_E277_1B_NO20	MP_E277_2B_NO20	MP_E277_3B_NO20	MP_E278_2B_NO20	MP_E278_3B_NO20	MP_E279_1B_NO20	MP_E279_2B_NO20	MP_E280_1B_NO20	MP_E280_2B_NO20	MP_E280_3B_NO20	MP_E281_1B_NO20	MP_E281_2B_NO20	MP_E281_3B_NO20	MP_E282_1B_NO20	MP_E282_2B_NO20	MP_E282_3B_NO20	MP_E283_1B_NO20	MP_E283_2B_NO20	MP_E283_3B_NO20	MP_E284_1B_NO20	MP_E284_2B_NO20	MP_E284_3B_NO20	MP_E285_1B_NO20	MP_E285_2B_NO20	MP_E285_3B_NO20	MP_E286_1B_NO20	MP_E286_2B_NO20	MP_E286_3B_NO20	MP_E287_1B_NO20	MP_E287_2B_NO20	MP_E287_3B_NO20	MP_E288_1B_NO20	MP_E288_2B_NO20	MP_E289_1B_NO20	MP_E289_2B_NO20	MP_E289_3B_NO20	MP_E290_1B_NO20	MP_E290_2B_NO20	MP_E290_3B_NO20	MP_E291_1B_NO20	MP_E291_2B_NO20	MP_E291_3B_NO20	MP_E292_1B_NO20	MP_E292_2B_NO20	MP_E292_3B_NO20	MP_E293_1B_NO20	MP_E293_2B_NO20	MP_E293_3B_NO20	MP_E294_1B_NO20	MP_E294_2B_NO20	MP_E294_3B_NO20	MP_E295_1B_NO20	MP_E295_2B_NO20	MP_E295_3B_NO20	MP_E296_1B_NO20	MP_E296_2B_NO20	MP_E296_3B_NO20	MP_E297_1B_NO20	MP_E297_2B_NO20	MP_E297_3B_NO20	MP_E298_1B_NO20	MP_E298_2B_NO20	MP_E298_3B_NO20	MP_E299_1B_NO20	MP_E299_2B_NO20	MP_E299_3B_NO20	MP_E300_1B_NO20	MP_E300_2B_NO20	MP_E300_3B_NO20	MP_E611_1B_WCOA21	MP_E614_WCOA21	MP_E619_WCOA21	MP_E624_WCOA21	MP_E645_WCOA21	MP_E668_WCOA21	MP_E671_WCOA21	MP_E678_WCOA21	MP_E687_WCOA21	MP_E697_WCOA21	MP_E731_WCOA21	MP_E754_WCOA21	MP_E777_WCOA21	MP_E782_WCOA21	MP_E786_WCOA21	MP_E790_WCOA21	MP_E806_1B_WCOA21	MP_E815_WCOA21	MP_E820_WCOA21	MP_E828_WCOA21	MP_E834_WCOA21	MP_E882_1B_WCOA21	MP_E888_WCOA21	MP_E893_WCOA21	MP_E897_WCOA21	MP_E902_1B_WCOA21	MP_E969_1T_NA128	MP_E970_1T_NA128	MP_E971_1T_NA128	MP_E972_1T_NA128	MP_E973_1T_NA128	MP_E977_2T_NA128	MP_E978_2T_NA128	MP_E979_1T_NA128	MP_E980_1T_NA128	MP_E985_1T_NA128	MP_E991_1T_NA128	MP_E994_2T_NA128	MP_E995_1T_NA128	MP_E996_1T_NA128	MP_E1005_1T_NA128	MP_E1011_2T_NA128	MP_E1012_1T_NA128	MP_E1013_1T_NA128	MP_E1014_1T_NA128	MP_E1015_1T_NA128	MP_E1020_1T_NA128	MP_E1021_1T_NA128	MP_E1022_1T_NA128	MP_E1024_1T_NA128	MP_E1025_1T_NA128	MP_E1623_1B_Chaba22	MP_E1624_1B_Chaba22	MP_E1625_1B_Chaba22	MP_E1626_1B_Chaba22	MP_E1627_1B_Chaba22	MP_E1631_Chaba22	MP_E1632_Chaba22	MP_E1634_Chaba22	MP_E1635_Chaba22	MP_E1637_Chaba22	MP_E2084_SKQ23_12S	MP_E2090_SKQ23_12S	MP_E2097_SKQ23_12S	MP_E2138_1T_QiavacTest	MP_E2138_2T_QiavacTest	MP_E2139_1T_QiavacTest	MP_E2139_2T_QiavacTest	MP_E2139_3T_QiavacTest	MP_E2139_4T_QiavacTest	MP_E2140_Kotzebue23	MP_E2141_Kotzebue23	MP_E41_NC_DY20	MP_E56_NC_DY20	MP_E73_NC_DY20	MP_E232_NC_NO20	MP_E301_NC_NO20	MP_POSITIVE
ASV_10007	0	756	3834	80	3685	0	1	0	0	2051	1010	0	18	3968	10905	0	0	11789	14442	0	4	5621	6872	0	1	4063	7070	1559	2898	1716	1334	683	1038	10076	10072	4048	195	0	0	42	1968	2781	116	47	13403	12600	6387	7363	18356	10574	501	169	6008	4032	523	522	1328	1461	3	0	5432	5286	0	112	1669	2115	0	1	1877	2930	6	0	3577	4985	273	854	4568	3014	0	7	3158	7361	112	7007	1942	86	343	13356	10092	7327	4699	8	0	8	7917	2336	6243	0	0	1	8959	1	8223	57	8337	8681	4	2	11430	8417	0	0	5509	9723	102	29	6144	8549	75	0	7136	11639	745	408	7589	8507	1574	2177	3739	6456	32	37	5982	4	7075	1805	4360	8358	4450	6377	1967	680	11767	11139	34	290	17538	22149	617	995	15708	3360	724	7985	10289	2491	1144	1912	1794	2470	2489	2247	2514	1256	1646	6674	6686	5251	5257	5504	5244	4519	4497	6728	5491	0	0	5888	7389	4475	1	2	18664	10691	0	0	0	16185	13332	19195	0	0	20	7007	15414	10648	300	224	48	9391	10030	13891	1029	1286	2	22405	14256	14836	13957	19120	5851	7357	6166	3106	5018	8101	6303	8358	7294	7337	8697	9973	11216	17863	18665	11228	13471	7810	5469	6950	12059	10313	8293	8278	14336	15690	20663	4260	3580	2054	12856	7534	12381	10548	7390	13791	64	33	345	228	9	303	289	1382	0	6	675	304	1353	531	709	19	901	55	120	1340	242	138	972	215	1171	7	0	7	0	0	388	2318	419	35	1852	30	19	348	723	602	542	20	80	573	195	203	517	2061	698	685	0	383	22	0	155	115	67	445	3	1238	421	416	387	251	4	1	29	0	5	31	40	121	0	0	0	0	0	0
ASV_10008	0	460	2615	4	1962	0	0	0	0	3366	1454	0	0	4472	8675	0	0	8972	6970	0	1	3428	3934	0	20	1907	4430	1237	1677	803	770	172	267	4784	3396	3511	41	207	0	217	1370	1857	48	173	11266	7505	6446	5635	7228	4306	120	77	2726	1452	329	376	611	438	0	3	6135	10998	0	0	3606	4172	0	1	6749	6503	1	0	10564	13163	783	788	2272	1512	0	0	3264	8441	417	5031	2495	34	246	6179	3526	21065	25609	0	1	0	14998	15939	13802	0	0	0	27061	6	23854	9	23543	22530	1	0	32966	30971	403	1	9908	11328	196	52	11290	13086	47	0	31358	21421	742	246	22086	26055	1161	613	12584	12061	735	0	12199	5	15650	12596	5181	8274	4482	6974	6153	4334	14600	15252	193	1368	22029	18359	1058	4913	30923	373	298	10152	13424	1833	2570	995	1483	1437	1309	3009	3196	260	1180	2498	3293	3171	5291	3609	3512	4075	2509	14021	18700	0	54	19105	28329	37437	0	5	24742	15241	0	0	0	12581	6429	11511	1	27	0	5456	13777	13740	258	103	0	11280	12740	12213	862	1095	148	5974	5266	5607	6913	11449	4395	3335	3783	2125	7652	3311	5298	6082	6202	5035	5319	5972	11972	8216	9743	5172	10838	6711	4126	5861	9697	4949	4515	8461	6468	6509	8610	2882	5142	1289	5062	4890	5389	6691	5064	5194	58	197	407	185	14	1391	1320	1891	25	381	540	241	2942	12	830	125	1058	1256	468	295	209	0	1147	119	91	4	0	29	0	0	362	208	84	133	529	595	6	1084	830	526	517	31	111	62	10	133	41	156	2	4	0	1207	28	0	98	552	100	126	2	849	333	1177	164	782	1485	0	1278	472	1024	383	8048	2100	0	2	0	1	0	0
ASV_10011	0	1438	5467	191	1138	0	0	0	0	621	304	0	0	1064	1703	0	0	739	1677	0	0	1129	1324	4	0	2440	5494	1233	808	587	579	238	366	1816	2047	4015	0	10	0	1	1708	2035	34	141	9968	5988	7012	5275	4432	4019	46	20	2420	1024	596	167	339	255	0	0	5504	5247	23	0	968	1877	0	0	2126	2633	0	0	2587	2400	365	273	1822	999	0	0	967	3530	196	3244	1835	39	93	4396	3322	6819	8306	0	0	0	5386	4516	4257	0	0	0	7804	0	8360	0	6323	7910	0	0	7103	5776	0	0	3987	5231	118	170	1730	6751	424	250	9048	8647	659	115	7397	11628	565	934	3785	5111	53	44	3963	1	7253	3600	3949	3609	2790	3280	752	1526	7161	6467	289	445	6995	7199	652	3018	12178	156	411	4490	5996	1328	2207	914	1445	973	697	2506	1706	1687	664	1577	2243	1486	3434	2711	3324	1298	1799	3689	2690	25	0	1008	3669	2198	0	0	3325	2759	0	80	63	2749	1039	2802	0	0	4	1476	3760	3094	39	0	0	5224	5496	5220	1619	160	115	3930	3883	3653	3173	5468	1799	1750	1489	2382	2505	1203	3304	1556	3522	3091	1624	2210	4487	3102	4180	3164	4761	1757	3343	2906	3919	3519	2043	4241	2015	1817	4296	1192	951	1637	4469	1481	2989	2351	2448	5124	48	15	27	92	21	258	273	20	0	5023	668	16	287	39	96	377	1558	1636	2	335	1309	44	531	23	893	179	1	15	0	11	48	3658	7	81	203	102	66	74	115	27	263	9	194	83	6	133	59	292	22	86	26	8	0	0	24	11	265	265	3	107	35	186	44	621	1184	0	912	579	1598	348	1480	828	0	1	0	0	0	0
ASV_10012	0	6	8	54	53	0	0	0	0	12	109	0	0	550	729	0	0	303	91	0	0	1287	1245	0	0	302	577	100	226	231	85	13	50	1439	1216	378	0	7	0	0	37	401	0	0	1281	1005	391	1694	621	570	0	3	636	55	49	11	302	132	0	0	1113	789	0	0	831	1106	0	0	1456	920	0	0	1211	957	94	0	245	45	0	0	294	763	23	642	1050	0	58	316	711	2821	1553	0	0	0	1497	872	1592	0	0	0	2594	0	4164	0	2498	2421	0	0	1716	2579	0	0	1117	1684	33	0	694	414	0	0	1540	3783	11	0	1934	2257	8	7	1597	830	381	0	971	0	1287	843	189	1223	775	51	14	56	698	614	0	6	1044	1394	0	12	802	202	0	940	664	298	43	18	135	185	134	81	200	150	213	161	288	125	71	178	16	44	131	145	733	0	0	1283	1180	1202	0	0	1722	846	0	0	0	920	2074	1412	1	0	0	754	810	3089	0	0	0	1663	668	603	437	72	0	1046	1305	745	824	681	444	200	28	85	153	289	369	1131	189	359	290	981	762	955	1084	1392	460	2312	870	139	524	1215	1172	468	198	425	1084	16	343	61	1805	1031	695	599	515	746	0	54	0	29	0	15	15	38	0	0	0	4	377	88	258	0	726	281	1824	70	552	0	30	0	0	0	0	0	26	58	626	39	490	78	132	2146	0	22	48	36	24	43	0	67	37	48	196	375	57	211	121	233	0	0	1049	371	0	143	0	90	0	140	0	107	31	0	37	55	0	0	369	509	0	0	0	0	0	0
ASV_10019	294	5941	23407	5232	24070	4160	2644	5466	3725	9126	4961	526	1108	20889	30058	2820	2775	31371	25318	475	610	20673	23225	1536	498	15935	17362	6683	8553	8373	5993	5270	5003	21703	20917	9438	311	1362	41	1318	7047	6189	14546	17041	6125	7830	12237	9441	7848	7016	34363	26642	22237	33548	31677	32564	34565	34564	828	1492	7927	6478	116	56	2491	2252	0	97	1720	2781	11	32	4418	4286	8005	5852	3506	5891	1428	841	2874	8276	3210	14215	8088	7047	6670	19051	18448	4379	1296	44	6	407	1180	501	1956	9	2	0	3381	1	3682	1	4480	2781	0	0	4601	5545	219	46	11386	11682	219	632	7709	15976	751	830	6932	6767	3851	1351	6073	7210	1282	790	6532	3546	225	35	7584	143	3383	9914	3146	1945	25522	34840	6675	4165	16157	16750	22	733	3530	4945	12	463	3634	2298	2617	16429	13462	3167	2502	11353	9203	11167	8830	13256	12535	3287	5077	20446	18879	9350	7954	15528	14583	17119	14028	13419	12666	7701	10771	16886	22652	18396	7734	10433	11374	23213	396	8983	6547	14821	20782	18514	36068	30022	30300	9392	21209	15034	26082	37609	4695	7586	10063	14718	7710	8512	8014	19520	15552	19515	14940	27113	15974	27762	11352	18607	22829	18353	15270	12638	7333	12436	11491	12301	14812	14195	14153	15114	13684	13831	12174	15558	14609	10066	17586	7954	12065	15088	24881	14398	21605	11947	24439	31087	23505	21461	22872	25084	3460	3600	11480	3203	2193	5491	11055	4372	3909	4525	8248	1883	2893	3585	6875	8261	1466	4426	7108	15916	8839	4732	1225	742	2267	1411	8909	10271	15830	6973	7942	11677	15552	4041	6619	6288	5047	10675	10603	16599	20600	219	1996	1774	1230	2743	5804	2750	3068	5358	4289	10375	14821	309	7344	16829	2594	9507	3859	9852	5842	31	4021	807	4610	1	2672	1856	1957	459	231	328	0	2	0	1	0	0
ASV_10020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	349	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	4	9	0	0	10	0	0	0	0	0	0	0	0	0	0	26	11	0	0	26	0	10	0	0	0	0	16	0	4	0	0	0	0	0	81	0	6	20	0	0	0	3	0	0	0	0	0	0	20	0	0	0	0	0	0	0	20	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	62	36	0	0	39	0	0	0	137	0	0	0	9	13	0	0	0	0	0	2	0	71	0	0	27	0	0	0	0	0	0	0	15	343	0	0	123	0	0	0	0	13	80	7	0	0	0	0	1	17	0	0	0	0	10	20	0	0	0	0	0	0	0	26	0	0	0	0	60	0	30	44	59	0	0	0	9	0	0	0	0	0	7	3	1	2	3	12	0	0	0	0	0	0	0	40	0	0	0	0	0	0	1107	98	0	208	0	27	0	259	4	0	0	15	0	0	25	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	9	0	0	0	0	0	0
ASV_10021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10024	0	10	318	0	383	4	0	0	0	672	495	0	0	495	1348	0	0	491	653	0	0	1244	1083	0	0	49	299	43	16	1	17	16	15	259	51	253	0	0	0	0	0	9	1	0	806	141	34	631	205	25	80	69	105	36	2	7	3	0	0	0	828	278	0	0	202	10	0	0	1	28	0	0	187	508	7	22	67	48	0	0	195	187	4	133	357	0	0	371	219	420	113	0	0	8	629	635	743	0	0	0	593	0	466	0	422	558	0	0	1341	288	0	0	601	891	6	0	1719	1441	4	0	424	1268	73	11	1256	1986	30	37	240	359	0	0	894	0	737	917	173	315	180	183	600	27	142	611	0	8	342	304	0	0	781	12	19	167	1130	363	18	86	20	63	335	78	114	37	39	127	179	168	314	72	535	188	87	513	1055	0	0	246	1084	916	0	0	744	455	0	0	0	1433	544	961	0	0	0	1107	1545	1179	0	0	0	677	522	395	0	136	0	269	224	271	216	291	93	6	23	22	62	151	240	364	206	432	1625	723	102	180	1137	209	213	97	83	127	2813	1053	385	242	767	261	971	216	178	78	273	210	785	86	243	226	462	5	31	269	0	1	28	8	0	59	1172	526	4	109	147	68	610	138	1649	116	41	0	55	0	37	0	58	111	185	214	995	42	824	21	581	250	22	125	548	1108	213	1	268	185	0	77	1164	109	283	0	147	1598	368	1	3933	2142	527	6383	871	7235	1344	32	77	209	763	0	648	106	874	76	980	815	0	0	0	0	0	0
ASV_10025	5	0	45	0	10	589	106	109	62	2	0	210	4	20	544	0	3	1	11	13	5	1	453	26	2	50	68	80	1	33	20	9	106	36	38	59	0	58	0	187	383	30	36	307	1070	409	1035	599	21	80	360	99	305	103	74	71	252	232	571	215	1990	258	143	99	54	351	336	116	238	85	253	94	73	580	135	422	44	152	393	383	1125	361	285	171	475	145	186	142	56	431	257	660	352	6067	121	1286	990	299	947	1458	491	182	431	314	604	1055	714	3663	328	548	1045	875	866	477	138	249	1439	1352	190	1135	182	1150	1029	1166	415	612	620	998	886	699	533	622	1074	637	232	313	981	204	308	60	85	757	40	119	406	958	515	899	184	821	1831	665	652	46	76	324	1215	517	346	101	72	534	698	2	115	206	170	148	146	237	347	412	267	19	98	76	20	20	791	205	1060	13	610	72	0	567	17	71	13	10	8	107	107	62	240	405	136	99	0	1186	532	276	751	126	87	91	45	168	57	763	276	82	97	1753	425	62	30	300	77	441	112	327	292	312	120	31	103	316	53	90	476	244	59	335	173	465	199	35	149	100	98	270	249	810	521	255	0	2	0	0	0	0	0	0	401	0	0	1	7	0	0	0	0	0	13	0	10	3	0	0	0	0	265	0	2	0	8	0	0	0	11	1	138	0	3	0	0	0	0	0	0	0	0	0	0	35	0	2	0	230	0	1558	0	135	27	25	27	82	27	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	2	0	0	0	0	0	0	0	0	0
ASV_1003	31	0	0	0	0	290	3	8	0	0	0	201	9	0	0	0	0	0	0	15	0	0	0	38	683	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	44	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	1	0	75	0	0	0	0	0	0	0	0	1	0	207	0	0	0	0	0	0	825	596	299	2819	595	1053	5	0	0	3	0	0	406	125	444	216	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1938	0	0	68	0	236	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10033	0	0	0	1	0	0	0	0	0	0	0	0	77	0	40	0	0	1	0	0	0	153	91	0	0	16	11	4	61	9	3	0	0	1	12	108	0	5	0	0	43	28	0	2	55	51	5	103	43	14	0	0	0	0	0	0	22	0	0	0	49	9	0	0	28	24	0	0	86	2	0	0	10	77	0	0	9	0	0	0	1	2	0	459	216	0	0	1	0	61	0	0	0	15	17	0	15	1	0	0	2	0	1	0	1	142	0	0	1	0	0	0	287	130	0	0	457	99	0	0	83	521	0	0	156	74	0	0	82	60	0	0	212	0	9	4	2	9	5	2	0	35	147	28	92	2	0	13	7	0	14	0	0	31	28	2	0	9	66	68	119	7	79	0	45	17	4	7	4	10	0	0	2	28	87	0	0	259	67	194	0	0	14	29	0	0	0	8	7	32	0	0	0	14	56	64	0	0	0	36	203	73	0	0	0	257	17	8	8	2	0	0	1	0	42	1	6	34	50	0	6	49	66	383	173	121	63	377	82	169	1	28	122	0	0	0	0	14	0	0	4	1	0	0	0	0	77	41	653	94	270	368	885	177	77	122	0	561	158	110	3	0	169	477	1518	728	261	1703	603	4	401	394	421	504	1924	705	910	658	938	201	1296	235	634	362	776	1034	479	63	216	176	460	122	688	239	122	436	349	1553	2476	0	622	3882	52	1142	88	871	239	0	73	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	0	0	17	1	0	6	0	384	3	0	5	0	0	0	0	29	33	0	0	8	0	0	18	0	81	0	0	0	75	6	0	14	0	3	264	460	322	195	68	85	0	0	0	0	23	81	12	13	52	38	21	7	4	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
